0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.488700000000000045e+01
0.000000000000000000e+00,0.000000000000000000e+00,-3.595883999999999192e-01,1.997655999999992625e-03,9.775989999999960996e-04,4.739249999999909334e-03,5.672899999999978838e-05,-1.040149999999996064e-04,5.408138028759909652e-04,2.502899999999999991e+01
5.653366480000003884e-04,2.766605170000001270e-04,-5.041917499309583883e-01,1.961426328916780586e-03,1.411809452492636657e-03,-3.127041801755967021e-02,3.394460000000010594e-04,-6.316685000000019567e-04,3.371920923643141610e-03,2.531200000000000117e+01
1.120420299083444652e-03,6.762025920554130386e-04,-4.601814109181302515e-01,6.226901258886018489e-03,-3.089782613411194354e-04,-8.159853208083224160e-03,8.859189999999966250e-04,-3.302735000000043587e-04,-2.445229767816135477e-03,2.559499999999999886e+01
2.440523365967279049e-03,6.106992006510958112e-04,-4.518374336410834746e-01,5.471789427118211799e-03,-4.396284618723982508e-04,-7.487769549753079887e-03,7.589309999999967627e-04,-1.969350000000471331e-05,-3.629853473685483358e-04,2.580699999999999861e+01
3.989039773841739599e-03,4.862843459412065838e-04,-3.796686147706059833e-01,1.211006823523788460e-02,-4.653336962283891563e-03,3.396478141466858364e-02,1.154706499999998571e-03,2.817014999999966252e-04,-2.186938735584360166e-03,2.608999999999999986e+01
7.416189084414076538e-03,-8.306100143851406119e-04,-4.026795885972422329e-01,1.109611335219406331e-02,-1.159516880314057086e-03,2.691608910544340122e-02,1.362003999999999559e-03,1.035471999999999955e-03,-4.371293306933861193e-03,2.637300000000000111e+01
1.055638916308497197e-02,-1.158753291514016048e-03,-5.493024053310869848e-01,1.182763089818572415e-02,5.203867059507829261e-05,-5.209296761566955397e-02,1.644720999999997211e-03,1.167491499999998971e-03,-8.329458850206920145e-04,2.665599999999999881e+01
1.390360870727154648e-02,-1.144026347735608781e-03,-5.380321271913636183e-01,1.295837756381990405e-02,-2.579838796098691406e-03,-4.612870490619077474e-02,1.399642999999995991e-03,1.544447500000000612e-03,3.362973695045155115e-03,2.693900000000000006e+01
1.665078475080136386e-02,-1.690952172508530804e-03,-5.002111459671680915e-01,1.990194814232610493e-02,-6.319616154605764077e-03,-1.735158990696074668e-02,1.540834999999995828e-03,2.123207499999999956e-03,-3.524405709647197328e-03,2.715099999999999980e+01
2.369607439318478781e-02,-3.928096291238965948e-03,-2.031327649745574560e-01,3.394783593883343720e-02,-4.563441062928326290e-03,1.760132676410234576e-01,9.751429999999971111e-04,2.523935499999999024e-03,-2.914185720723263314e-03,2.750499999999999901e+01
3.089301561221746706e-02,-4.895545796579770306e-03,-4.421958830285038777e-01,3.455528346325728584e-02,-1.122842381951762170e-02,4.286177891339640333e-02,8.198529999999973426e-04,2.891013499999998439e-03,-1.760164645500263527e-03,2.771699999999999875e+01
4.067216083231932344e-02,-8.073189737503271707e-03,-5.910254788355406852e-01,4.832311414032577912e-02,-2.477400853854252322e-02,-7.287068229541079911e-02,6.125554999999963546e-04,2.947471999999998725e-03,-9.795745570891230790e-04,2.800000000000000000e+01
5.434760213403157930e-02,-1.508423415391083738e-02,-2.211652756411315868e-01,4.833177556196032593e-02,-2.996379614051730006e-02,1.568471603864232122e-01,8.490199999999401784e-05,3.286647500000000350e-03,2.003690763052293905e-03,2.828300000000000125e+01
6.802549461806624287e-02,-2.356398846167716277e-02,-5.912404718616088850e-01,5.977877518271602908e-02,-3.435582677257037476e-02,-1.161634344320537637e-01,6.125554999999897410e-04,3.267828000000000399e-03,1.118640355331293208e-04,2.856599999999999895e+01
8.494288799477495155e-02,-3.328668743831462301e-02,-5.464366163619890360e-01,6.704244354862819166e-02,-3.816822811778811109e-02,-5.968192094065185443e-02,1.140208999999992078e-03,3.851940000000002914e-03,-1.946213590524440568e-03,2.884900000000000020e+01
1.039158995190368195e-01,-4.408829599564870194e-02,-5.017031518191892303e-01,7.564591470362401482e-02,-4.583285316342505800e-02,-2.715450875136986297e-02,1.177847999999992196e-03,4.455013000000005927e-03,-1.405648622724375765e-03,2.913200000000000145e+01
1.199528334362050946e-01,-5.380486086629480275e-02,-4.939301780243450235e-01,8.534108318019102690e-02,-4.199821297848500834e-02,-1.950776038904407025e-02,1.304835999999991950e-03,4.455013000000005927e-03,-1.474085175371015648e-03,2.934400000000000119e+01
1.441043599761989702e-01,-6.569035513920595815e-02,-7.090140069703060322e-01,1.026459712086579268e-01,-4.805087323474875605e-02,-1.397772622097542272e-01,1.229557999999992580e-03,4.341954500000006975e-03,6.448648091337606282e-04,2.962699999999999889e+01
1.731531698282492981e-01,-7.928875226463991122e-02,-4.556391087076995250e-01,1.146479700192022388e-01,-4.511917105660292332e-02,4.115353973329943793e-02,2.190767499999996849e-03,4.191257000000006387e-03,-3.734565867226600881e-03,2.991000000000000014e+01
2.055985453436836585e-01,-9.205747767365859979e-02,-4.130027086122477487e-01,1.180420489077389085e-01,-4.589245841138386156e-02,6.116711098887017695e-02,2.548903999999998539e-03,4.210076500000006772e-03,-6.490687012344068668e-03,3.019300000000000139e+01
2.390044451845735052e-01,-1.050450434040801212e-01,-2.985835099350312438e-01,1.326932788044338507e-01,-5.742013929230753433e-02,1.289089614683662788e-01,2.247367500000001152e-03,4.021598500000007903e-03,-7.641369490119931038e-03,3.047599999999999909e+01
2.765566430862284597e-01,-1.212949428238032229e-01,-3.512018825217316231e-01,1.416543902568794810e-01,-5.628934054872565540e-02,7.942325746228942607e-02,2.171948000000000802e-03,3.776662000000007013e-03,-4.216342919361329780e-03,3.075900000000000034e+01
3.166448355289255279e-01,-1.372248261990926532e-01,-3.605385319689768386e-01,1.446145049423262219e-01,-6.109173458238480875e-02,5.340665232432510734e-02,2.303967500000001552e-03,4.530432500000010181e-03,-4.977498368581420932e-03,3.104200000000000159e+01
3.575707404276035062e-01,-1.545137870859074058e-01,-5.793266730811695853e-01,1.615475156011481617e-01,-6.655510754047053168e-02,-1.020908661873190515e-01,2.831620999999997276e-03,4.323135000000011795e-03,-8.211566216548758096e-03,3.132499999999999929e+01
3.918188137350469002e-01,-1.686234698844871482e-01,-5.791290305126761684e-01,1.734393837818748729e-01,-6.738005792486743972e-02,-8.190228875284547017e-02,2.506942999999997590e-03,4.901895000000011139e-03,-4.026147832994157912e-03,3.153699999999999903e+01
